RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.9999999,24,98,0.0,5400.0,0,98,0,98,0.0,was_in_trouble
0.354380657,73,0,4256.0,5400.0,22,0,2,0,1.0,was_in_trouble
0.198335733,77,0,2124.0,5400.0,11,0,2,0,0.0,was_in_trouble
0.372074181,47,0,0.342981187,7600.0,7,0,1,0,1.0,was_in_trouble
0.547241759,61,0,925.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.023320078,40,0,0.530744876,6000.0,10,0,2,0,0.0,was_in_trouble
0.134912699,39,0,0.135265253,10800.0,4,0,1,0,0.0,was_in_trouble
0.394744359,29,0,0.191968658,4083.0,4,0,0,0,1.0,was_in_trouble
0.107475924,67,0,0.128124792,15000.0,8,0,1,0,0.0,was_in_trouble
0.003390125,61,0,1.421748714,2721.0,31,0,2,0,0.0,was_in_trouble
0.527629502,49,2,0.455886158,3864.0,10,0,2,0,2.0,was_in_trouble
0.04128865,34,0,0.365757906,4584.0,5,0,1,0,1.0,was_in_trouble
0.114174515,55,1,0.414067541,4648.0,15,0,2,0,0.0,was_in_trouble
0.005643639,65,0,0.56692763,5236.0,10,0,2,0,1.0,was_in_trouble
0.587480982,28,0,2.656205421,700.0,5,0,1,0,0.0,was_in_trouble
0.036375383,55,1,0.321286592,8300.0,7,0,1,0,1.0,was_in_trouble
0.056840903,36,0,1048.0,5400.0,7,0,1,0,0.0,was_in_trouble
0.248704663,54,0,0.128306603,4800.0,6,0,2,0,2.0,was_in_trouble
0.0,68,0,0.513970878,5081.0,8,0,2,0,2.0,was_in_trouble
0.9999999,39,2,0.441233766,3079.0,6,1,0,0,0.0,was_in_trouble
0.962206637,43,0,0.255349156,24816.0,8,0,2,0,2.0,was_in_trouble
0.830892144,22,0,0.308738252,5000.0,5,0,0,0,0.0,was_in_trouble
0.712728283,35,0,0.634473105,5000.0,9,0,1,0,2.0,was_in_trouble
0.308164566,43,1,0.27021022,5850.0,9,0,1,0,0.0,was_in_trouble
0.472266576,41,0,0.536774965,5016.0,8,0,1,0,2.0,was_in_trouble
0.31218212,46,0,0.551011134,4400.0,17,0,1,0,0.0,was_in_trouble
0.212082805,31,0,0.169932027,2500.0,6,0,0,0,0.0,was_in_trouble
0.098493362,61,0,0.049661149,9000.0,4,0,0,0,1.0,was_in_trouble
0.000166049,66,0,3055.0,5400.0,8,0,1,0,1.0,was_in_trouble
0.0,51,0,1477.0,5400.0,8,0,1,0,3.0,was_in_trouble
0.007749539,89,0,0.004482478,7361.0,7,0,0,0,0.0,was_in_trouble
0.143781116,39,0,0.380959849,6375.0,11,0,1,0,1.0,was_in_trouble
0.865349278,47,1,4090.0,5400.0,16,0,2,0,0.0,was_in_trouble
0.055622242,47,1,0.158778829,7500.0,16,0,0,0,3.0,was_in_trouble
0.83317488,63,1,0.587220639,6666.0,22,0,2,0,0.0,was_in_trouble
0.838122139,41,0,0.527705061,4583.0,6,0,1,0,2.0,was_in_trouble
1.232587299,59,0,2696.0,5400.0,14,0,2,0,0.0,was_in_trouble
0.228983697,81,0,0.385285824,3900.0,8,0,1,0,0.0,was_in_trouble
0.280737547,70,1,0.510848126,4055.0,10,0,1,0,0.0,was_in_trouble
0.439105231,60,0,0.265455757,6000.0,7,0,1,0,0.0,was_in_trouble
0.116796282,52,0,0.55368843,12972.0,31,0,3,0,0.0,was_in_trouble
0.012665611,29,0,0.09598511,3760.0,3,0,0,0,0.0,was_in_trouble
0.01519848,55,0,0.003610108,3600.0,3,0,0,0,0.0,was_in_trouble
0.972228287,47,0,3522.0,5400.0,5,0,2,1,2.0,was_in_trouble
0.116425373,70,0,0.237269603,6401.0,6,0,0,0,1.0,was_in_trouble
0.004809326,68,0,0.004997501,4001.0,16,0,0,0,0.0,was_in_trouble
0.583471786,34,0,0.444807182,4900.0,10,0,1,0,4.0,was_in_trouble
0.042084338,78,0,0.014498188,8000.0,10,0,0,0,1.0,was_in_trouble
0.05024686,57,0,0.246786632,3500.0,4,0,1,0,0.0,was_in_trouble
0.028518826,64,0,23.0,5400.0,11,0,0,0,0.0,was_in_trouble
0.312556528,49,0,2489.0,5400.0,11,0,1,0,3.0,was_in_trouble
0.352135788,32,0,0.684969495,5408.0,9,0,2,0,1.0,was_in_trouble
0.808995003,31,0,0.228445271,4302.0,3,0,0,0,1.0,was_in_trouble
0.165392709,39,0,7622.0,0.0,13,0,2,0,3.0,was_in_trouble
0.035914129,74,0,0.008888889,5624.0,4,0,0,0,0.0,was_in_trouble
0.827909733,30,0,0.954566966,4225.0,7,0,3,0,0.0,was_in_trouble
0.06173375,44,0,0.39090412,10971.0,12,0,2,0,1.0,was_in_trouble
0.489276602,71,0,0.138686131,1780.0,4,0,0,0,0.0,was_in_trouble
0.736025549,55,1,0.599115696,8141.0,17,0,1,0,1.0,was_in_trouble
0.021468415,64,0,0.00342207,22500.0,11,0,0,0,0.0,was_in_trouble
0.769315843,55,0,0.431094818,6000.0,16,0,2,0,2.0,was_in_trouble
0.973164634,61,1,0.78550149,6041.0,12,0,1,0,0.0,was_not_in_trouble
0.111254719,42,0,98.0,5400.0,2,0,0,0,0.0,was_in_trouble
0.166708811,59,0,217.0,5400.0,8,0,0,0,0.0,was_in_trouble
0.031062657,55,0,0.099085519,9950.0,9,0,0,0,0.0,was_in_trouble
0.790728371,61,0,0.433371226,7916.0,7,0,1,0,1.0,was_in_trouble
0.012196321,38,0,0.069912609,800.0,11,0,0,0,0.0,was_in_trouble
0.9999999,41,0,0.084766094,2500.0,3,1,0,0,2.0,was_in_trouble
0.164192764,53,0,0.410678972,1516.0,5,0,0,0,2.0,was_in_trouble
0.011456816,58,0,0.368882396,4106.0,7,0,1,0,0.0,was_in_trouble
0.000944514,68,0,0.544385655,1700.0,13,0,2,0,0.0,was_in_trouble
0.171599065,31,0,0.023504274,6083.0,6,0,0,0,0.0,was_in_trouble
0.050778011,34,0,2169.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.306513697,49,0,0.234576542,10000.0,19,0,2,1,1.0,was_in_trouble
0.036762853,62,0,1355.0,5400.0,7,0,1,0,0.0,was_in_trouble
0.205788658,69,0,0.880144653,5806.0,14,0,3,0,0.0,was_in_trouble
0.427957199,47,0,0.59749383,5266.0,18,0,3,0,0.0,was_in_trouble
0.452066042,56,3,1.043284365,3811.0,15,0,3,0,1.0,was_in_trouble
0.445140648,26,0,0.077444501,5900.0,5,0,0,0,0.0,was_in_trouble
0.871103269,38,0,0.465320742,3070.0,6,0,1,0,1.0,was_in_trouble
0.021235591,84,1,0.383171521,1544.0,9,0,1,0,0.0,was_in_trouble
0.648624267,52,0,566.0,5400.0,6,0,0,0,0.0,was_in_trouble
0.118776813,68,0,3633.0,5400.0,7,0,2,0,0.0,was_in_trouble
0.0,58,0,0.218361095,10445.0,13,0,1,0,1.0,was_in_trouble
0.002897431,46,0,0.147031683,3250.0,9,0,1,0,0.0,was_in_trouble
0.000237385,55,0,0.299283453,6000.0,10,0,2,0,3.0,was_in_trouble
0.0,33,0,242.0,5400.0,7,0,0,0,0.0,was_in_trouble
0.30770086,39,1,1.660974594,2400.0,14,0,2,0,3.0,was_in_trouble
0.511434126,46,1,0.398700162,8000.0,5,0,2,0,2.0,was_in_trouble
0.931449869,61,3,0.373568427,12136.0,12,0,2,0,0.0,was_in_trouble
0.991089721,44,0,0.267985221,4600.0,7,2,0,0,0.0,was_in_trouble
0.041708213,72,0,0.092358962,4200.0,4,0,0,0,0.0,was_in_trouble
0.26812776,43,0,0.166816082,14500.0,9,0,1,0,3.0,was_in_trouble
0.0,38,0,20000.0,0.0,2,0,0,0,0.0,was_in_trouble
0.019032814,52,0,0.915053092,1600.0,11,0,1,0,3.0,was_in_trouble
0.196479623,39,0,0.267042356,5500.0,5,0,1,0,0.0,was_in_trouble
1.152414438,48,0,0.246618599,19000.0,11,0,2,0,2.0,was_in_trouble
0.0,37,0,1.486810552,1250.0,8,0,2,0,3.0,was_in_trouble
0.387700439,62,1,0.501933076,7500.0,11,2,2,0,1.0,was_not_in_trouble
0.878081279,33,0,0.320565149,3184.0,7,0,0,0,4.0,was_in_trouble
0.896724698,36,0,0.376453697,6964.0,6,0,1,0,0.0,was_in_trouble
0.543143384,37,0,0.364545378,11800.0,11,0,1,0,1.0,was_in_trouble
0.709629037,35,0,0.230923026,3000.0,3,0,0,0,0.0,was_in_trouble
0.021427347,41,0,3.351324338,2000.0,8,0,1,0,2.0,was_in_trouble
0.143246743,37,0,0.069883708,9200.0,7,0,0,0,1.0,was_in_trouble
0.037762294,66,0,0.216556689,3333.0,13,0,1,0,0.0,was_in_trouble
0.493657995,45,0,0.063913244,4333.0,10,0,0,0,0.0,was_in_trouble
0.953841026,25,0,990.0,5400.0,5,0,1,0,0.0,was_not_in_trouble
0.002584442,53,0,0.125430508,9000.0,9,0,1,0,1.0,was_in_trouble
0.363737239,36,0,0.430382833,4100.0,7,0,1,0,0.0,was_in_trouble
0.38939597,48,0,0.430679287,3591.0,10,0,2,0,0.0,was_in_trouble
0.825130452,54,0,0.394190634,17488.0,7,0,2,0,0.0,was_in_trouble
0.015811512,58,0,7.0,5400.0,4,0,0,0,0.0,was_in_trouble
0.00551629,27,0,0.198506866,7500.0,9,0,2,0,0.0,was_in_trouble
0.189040337,57,1,1154.0,5400.0,5,0,1,0,1.0,was_in_trouble
0.9999999,23,0,0.146041507,1300.0,1,0,0,0,0.0,was_in_trouble
0.753144286,35,0,0.464697739,6500.0,4,1,1,0,2.0,was_not_in_trouble
0.17228973,63,0,0.139119336,7834.0,7,0,0,0,1.0,was_in_trouble
0.341776371,33,0,0.361038394,4583.0,6,0,1,0,0.0,was_in_trouble
0.7712425,46,0,4599.0,5400.0,9,0,2,0,1.0,was_in_trouble
0.130569913,31,1,0.508994004,1500.0,12,0,1,0,0.0,was_in_trouble
0.202742031,45,0,2544.0,5400.0,17,0,2,0,0.0,was_in_trouble
0.410785233,40,0,0.237745517,5854.0,12,0,0,0,2.0,was_in_trouble
0.965678936,48,2,1.108274141,10417.0,9,0,6,0,0.0,was_in_trouble
0.010199592,51,0,1286.0,5400.0,2,0,1,0,0.0,was_in_trouble
0.081009042,58,0,0.17759112,6666.0,8,0,1,0,0.0,was_in_trouble
0.898592799,43,0,0.267347778,14583.0,9,0,3,0,4.0,was_in_trouble
0.273011608,59,0,1.06477409,2500.0,6,0,1,0,0.0,was_in_trouble
0.0,65,0,0.123597062,7216.0,6,1,0,0,0.0,was_in_trouble
0.002118319,88,0,0.001749563,4000.0,10,0,0,0,0.0,was_in_trouble
0.016927362,71,1,7.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.76185831,39,0,0.387801743,7000.0,3,0,1,0,3.0,was_in_trouble
0.136879988,62,0,0.576462875,6100.0,19,0,2,0,0.0,was_in_trouble
0.041379621,68,0,709.0,5400.0,15,0,1,0,0.0,was_in_trouble
0.003833014,73,0,0.34612557,6800.0,7,0,1,0,1.0,was_in_trouble
0.352623973,57,0,0.428401899,7583.0,9,0,3,0,0.0,was_in_trouble
0.46708068,51,1,1.308563812,3000.0,11,0,2,0,0.0,was_in_trouble
0.9999999,49,1,0.034975279,5460.0,3,0,0,0,3.0,was_not_in_trouble
0.09854044,59,0,36.0,0.0,2,0,0,0,0.0,was_in_trouble
0.525468026,74,0,0.434852547,3729.0,5,0,1,0,1.0,was_in_trouble
0.0,58,0,1.0,5400.0,5,0,0,0,0.0,was_in_trouble
0.435659297,41,0,0.374453193,8000.0,8,0,2,0,2.0,was_in_trouble
0.9999999,36,0,0.099475131,4000.0,5,0,0,0,0.0,was_in_trouble
0.987872177,64,0,0.280057595,12500.0,8,0,0,0,2.0,was_in_trouble
0.2976096,72,0,0.156136688,9100.0,9,0,1,0,0.0,was_in_trouble
0.00620318,72,0,36.0,5400.0,5,0,0,0,0.0,was_in_trouble
0.057643046,59,0,0.159354901,10416.0,9,0,2,0,0.0,was_in_trouble
0.013235658,48,0,0.414170692,6209.0,7,0,1,0,2.0,was_in_trouble
0.003518744,45,0,0.000722857,6916.0,7,0,0,0,1.0,was_in_trouble
0.492313232,42,0,7894.0,5400.0,15,0,3,0,0.0,was_in_trouble
0.0,37,0,132.0,5400.0,5,1,0,0,0.0,was_in_trouble
0.046500108,60,0,1609.0,5400.0,7,0,1,0,0.0,was_in_trouble
0.672313865,61,0,2141.0,5400.0,11,0,2,0,1.0,was_in_trouble
0.213049325,28,0,0.556483172,3832.0,12,0,1,0,2.0,was_in_trouble
0.357221725,38,0,0.613483788,7000.0,7,0,1,0,3.0,was_in_trouble
0.000469791,42,0,0.182797077,7800.0,6,0,1,0,3.0,was_in_trouble
0.660311958,65,1,0.297459321,7005.0,7,1,1,0,2.0,was_in_trouble
0.0,79,0,0.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.119632738,52,0,0.349581771,10400.0,8,0,2,0,1.0,was_in_trouble
0.031115962,63,0,45.0,5400.0,8,0,0,0,1.0,was_in_trouble
0.919970043,54,0,0.30260529,50550.0,20,0,3,0,0.0,was_in_trouble
0.771024147,28,4,0.098537683,4444.0,3,1,0,1,3.0,was_in_trouble
0.662440627,53,0,0.159898477,4333.0,1,0,0,0,0.0,was_in_trouble
0.398705935,44,0,0.267455424,6000.0,8,0,1,0,1.0,was_in_trouble
0.884421486,66,0,0.768313786,5200.0,22,0,1,0,1.0,was_in_trouble
0.0,54,0,1.426661095,4785.0,12,0,4,0,2.0,was_in_trouble
0.020956843,57,0,0.003103837,14175.0,2,0,0,0,2.0,was_in_trouble
0.693076374,24,0,0.305699482,1350.0,2,0,0,0,0.0,was_in_trouble
0.03336143,55,0,0.414058594,10000.0,14,0,3,0,0.0,was_in_trouble
0.451741393,53,0,0.398375254,6400.0,10,0,1,0,2.0,was_in_trouble
0.006151113,64,0,0.746408495,1600.0,7,0,1,0,0.0,was_in_trouble
0.059789175,32,0,0.132947977,6400.0,8,0,0,0,0.0,was_in_trouble
0.014861093,73,1,0.357924798,2100.0,8,0,1,0,0.0,was_in_trouble
0.161322702,59,0,0.217043532,6500.0,4,0,1,0,3.0,was_in_trouble
0.132382349,41,0,1255.0,5400.0,3,0,1,0,0.0,was_in_trouble
0.000548663,59,0,0.233956835,6949.0,21,0,2,0,0.0,was_in_trouble
0.023378782,66,0,0.008347979,9103.0,9,0,0,0,0.0,was_in_trouble
0.001585743,70,0,0.111239347,11263.0,13,0,1,0,1.0,was_in_trouble
0.292868977,49,0,6304.0,5400.0,10,0,3,0,0.0,was_in_trouble
0.9400024,58,0,0.541484716,4350.0,9,0,1,0,1.0,was_in_trouble
0.007192,55,0,2410.0,5400.0,9,0,1,0,1.0,was_in_trouble
0.138172366,34,0,683.0,0.0,6,0,0,0,2.0,was_in_trouble
0.585028439,68,0,0.560343966,10000.0,15,0,1,0,0.0,was_in_trouble
0.008444931,66,0,0.126915075,5286.0,6,0,1,0,0.0,was_in_trouble
0.435549852,48,0,2019.0,5400.0,16,0,1,0,0.0,was_in_trouble
0.9999999,29,0,0.185644731,6366.0,4,0,0,0,0.0,was_in_trouble
0.844894634,42,2,0.379853095,16200.0,16,0,3,0,1.0,was_in_trouble
0.650817008,85,0,0.581309398,3787.0,9,0,1,0,0.0,was_in_trouble
0.013129606,58,0,0.00229977,10000.0,8,0,0,0,0.0,was_in_trouble
0.133153223,32,0,570.0,5400.0,11,0,0,0,0.0,was_in_trouble
0.15465894,57,3,0.377167905,5246.0,15,0,2,0,0.0,was_in_trouble
0.005304117,74,0,0.001873829,1600.0,8,0,0,0,1.0,was_in_trouble
0.23816649,51,0,1578.0,5400.0,14,0,1,0,1.0,was_in_trouble
0.055855547,72,0,0.01442651,7000.0,3,0,0,0,0.0,was_in_trouble
0.102355047,55,1,0.248675132,10000.0,10,0,2,0,0.0,was_in_trouble
0.10425358,52,0,3807.0,5400.0,8,0,2,0,1.0,was_in_trouble
0.036070623,41,0,0.192655259,5200.0,6,0,0,0,2.0,was_in_trouble
0.801813212,28,0,0.420614139,4200.0,8,0,1,0,0.0,was_in_trouble
0.040326547,46,0,1.090316978,2302.0,6,0,2,0,2.0,was_in_trouble
0.468125009,44,0,0.144861776,11900.0,13,0,0,0,2.0,was_in_trouble
0.462811546,29,0,0.2264941,2626.0,4,0,0,0,0.0,was_in_trouble
0.900817512,33,0,0.390731649,8350.0,8,0,1,0,1.0,was_not_in_trouble
0.95030497,28,0,0.385576377,1760.0,10,0,0,0,0.0,was_in_trouble
0.080123748,64,0,0.157651884,3900.0,11,0,0,0,1.0,was_in_trouble
0.9999999,60,0,0.0,5400.0,0,0,0,0,0.0,was_in_trouble
0.026398944,53,0,0.517484761,6233.0,6,0,2,0,4.0,was_in_trouble
0.002499948,67,0,123.0,5400.0,7,0,1,0,0.0,was_in_trouble
0.180980604,57,0,0.094681582,16000.0,15,0,1,0,2.0,was_in_trouble
0.048853201,71,0,0.611905113,6786.0,13,0,2,0,0.0,was_in_trouble
1.0009999,42,0,0.679731243,6250.0,7,0,2,0,3.0,was_in_trouble
0.772409197,59,0,0.462929476,7741.0,9,0,3,0,0.0,was_in_trouble
0.443739333,38,1,0.482627682,15800.0,11,0,3,0,3.0,was_in_trouble
0.506488643,78,2,0.417763706,6000.0,16,0,2,0,0.0,was_in_trouble
0.0,54,0,2089.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.602341324,69,0,0.424136593,7730.0,14,0,1,0,1.0,was_in_trouble
0.694922786,29,0,0.122979503,6000.0,10,0,0,0,0.0,was_in_trouble
0.16879156,56,0,1768.0,5400.0,3,0,2,0,0.0,was_in_trouble
0.049999014,61,0,0.162837757,8400.0,8,0,1,0,1.0,was_in_trouble
0.032728543,54,0,0.233514511,9750.0,14,0,2,0,3.0,was_in_trouble
0.0,29,1,0.471008283,3500.0,8,0,1,0,0.0,was_in_trouble
0.005033614,88,0,0.002765369,4700.0,13,0,0,0,0.0,was_in_trouble
1.007763792,61,0,0.168555582,4146.0,4,1,0,0,2.0,was_not_in_trouble
0.001934741,48,3,0.439528024,11525.0,18,0,2,0,1.0,was_in_trouble
0.0,66,0,0.0,5400.0,8,0,0,0,0.0,was_in_trouble
0.094064718,51,0,0.15379022,5500.0,9,0,1,0,0.0,was_in_trouble
0.9999999,44,0,0.376062394,10000.0,8,0,2,0,2.0,was_in_trouble
0.0,22,0,0.0,1500.0,1,0,0,0,0.0,was_in_trouble
0.000693809,61,0,0.711240802,3940.0,13,0,2,0,1.0,was_in_trouble
0.112906409,66,0,0.230462616,8278.0,12,0,1,0,0.0,was_in_trouble
0.388998195,38,0,3207.0,5400.0,8,0,3,0,0.0,was_in_trouble
0.9999999,86,0,1.0,5400.0,1,0,0,0,0.0,was_in_trouble
0.040827474,65,0,1527.0,5400.0,6,0,1,0,0.0,was_in_trouble
0.455103802,41,0,0.226780508,4801.0,3,0,1,0,1.0,was_in_trouble
0.055264363,57,0,0.285055114,3900.0,8,0,0,0,0.0,was_in_trouble
0.155544123,57,0,0.408583627,13350.0,9,0,3,0,1.0,was_in_trouble
0.979503416,48,0,0.323955317,7250.0,10,0,2,0,3.0,was_in_trouble
0.485621681,45,0,0.054717324,5500.0,6,0,0,0,0.0,was_in_trouble
0.969457322,30,0,0.282557222,3800.0,3,0,0,0,2.0,was_in_trouble
0.555013165,51,0,2026.0,5400.0,8,0,2,0,1.0,was_in_trouble
0.914160449,42,3,0.884566442,5500.0,10,0,3,0,2.0,was_in_trouble
0.635184827,35,1,1.34611172,1825.0,9,0,1,0,2.0,was_in_trouble
0.15092269,57,0,0.274,9499.0,14,0,1,0,1.0,was_in_trouble
0.900940151,26,0,1.387283237,864.0,6,0,0,0,0.0,was_in_trouble
0.295983556,49,0,0.365550344,9166.0,4,0,2,0,0.0,was_in_trouble
0.309921089,59,1,0.306444135,2156.0,8,0,2,0,0.0,was_in_trouble
0.001235221,52,3,2100.0,5400.0,9,0,2,0,4.0,was_in_trouble
0.165043689,60,0,3586.0,5400.0,12,0,3,0,0.0,was_in_trouble
0.693229524,46,0,0.518304859,4506.0,10,0,1,0,0.0,was_in_trouble
0.545804169,45,1,0.426038377,4116.0,3,4,1,0,0.0,was_not_in_trouble
0.055294222,42,0,0.352529494,5000.0,7,0,1,0,0.0,was_in_trouble
0.0,34,0,0.67608098,4000.0,8,0,2,0,1.0,was_in_trouble
0.459696518,33,0,0.720710716,1800.0,7,0,1,0,2.0,was_in_trouble
0.084311352,46,0,0.011883803,4543.0,6,0,0,0,0.0,was_in_trouble
0.341491013,66,1,0.550414167,3500.0,6,0,1,0,0.0,was_in_trouble
0.496501166,50,0,0.063136456,5400.0,3,0,0,0,0.0,was_in_trouble
0.310181118,59,0,0.50673989,6008.0,9,1,1,0,0.0,was_in_trouble
0.726870113,46,0,0.235648589,6305.0,10,0,1,0,2.0,was_in_trouble
0.265521316,48,0,0.235897009,12000.0,7,0,1,0,3.0,was_in_trouble
0.151313947,65,0,0.148529829,10576.0,5,0,1,0,0.0,was_in_trouble
0.027232131,40,0,0.389383748,5500.0,9,0,1,0,1.0,was_in_trouble
1.104473882,58,0,0.315123251,1500.0,4,0,0,0,0.0,was_in_trouble
1.07189029,53,3,1.408892063,11200.0,17,0,8,1,1.0,was_not_in_trouble
0.024310353,78,0,0.305198435,10733.0,37,0,2,0,0.0,was_in_trouble
0.533679776,46,0,0.246785247,12986.0,10,0,2,0,1.0,was_in_trouble
0.9999999,75,0,0.0,5400.0,0,0,0,0,0.0,was_in_trouble
0.694095823,45,0,0.554904327,5800.0,25,0,2,0,0.0,was_not_in_trouble
0.221851877,26,0,0.085182963,3333.0,6,0,0,0,0.0,was_in_trouble
0.510158375,67,0,0.261183913,6638.0,10,0,1,0,1.0,was_in_trouble
0.549612424,37,1,0.245822102,7419.0,10,0,1,0,5.0,was_in_trouble
0.275249413,80,0,5.057142857,69.0,5,0,0,0,0.0,was_in_trouble
0.525026422,40,1,0.442076955,4833.0,11,0,1,0,0.0,was_in_trouble
0.059035623,36,0,0.47421638,5933.0,10,0,1,0,1.0,was_in_trouble
0.054350483,51,0,3434.0,5400.0,12,0,2,0,0.0,was_in_trouble
0.0,88,0,0.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.117873527,54,0,1.145553423,3125.0,10,0,2,0,0.0,was_in_trouble
0.000651133,35,1,0.23136646,7083.0,12,0,2,0,0.0,was_in_trouble
0.020025721,50,0,0.079543178,4990.0,14,0,0,0,1.0,was_in_trouble
0.586624357,58,0,0.284464442,8000.0,11,0,1,0,1.0,was_in_trouble
0.167797682,74,0,0.356990657,6100.0,11,0,1,0,0.0,was_in_trouble
0.474923883,64,0,0.833141806,4350.0,23,0,1,0,0.0,was_in_trouble
0.074319856,53,0,0.332277954,6000.0,11,0,2,0,1.0,was_in_trouble
0.3360577,65,0,0.858340319,2385.0,8,0,1,0,1.0,was_in_trouble
0.9999999,31,0,0.057980673,3000.0,1,0,0,0,0.0,was_in_trouble
0.25494901,48,0,0.015819589,2970.0,2,0,0,0,0.0,was_in_trouble
0.481399223,22,0,1.641791045,200.0,2,0,0,0,0.0,was_in_trouble
0.015122331,68,0,0.729296359,5300.0,12,0,2,0,0.0,was_in_trouble
0.230167355,35,0,221.0,5400.0,6,0,0,0,0.0,was_in_trouble
0.000715538,84,0,0.070604522,2166.0,4,0,0,0,0.0,was_in_trouble
0.449936959,42,0,0.397524399,4200.0,5,0,1,0,1.0,was_in_trouble
0.190127409,46,2,0.188692965,5500.0,5,0,2,0,2.0,was_in_trouble
0.222688866,46,0,0.465543645,11100.0,4,0,3,0,1.0,was_in_trouble
0.968677108,29,1,0.240788346,2333.0,6,1,0,0,0.0,was_in_trouble
0.014712788,87,0,0.66914003,5255.0,19,0,4,0,0.0,was_in_trouble
0.03357949,56,0,0.127797834,6924.0,12,0,0,0,2.0,was_in_trouble
0.001749368,51,0,1933.0,0.0,9,0,1,0,0.0,was_in_trouble
0.348448647,55,0,0.538692262,5000.0,11,0,1,0,0.0,was_in_trouble
0.012084743,52,0,1553.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.9999999,70,2,0.169305725,820.0,1,0,0,0,0.0,was_in_trouble
0.287456825,53,0,0.203982262,11500.0,12,0,1,0,3.0,was_in_trouble
0.172203089,53,0,0.022325891,3000.0,3,0,0,0,2.0,was_in_trouble
0.131016304,46,0,0.577497839,8096.0,12,0,3,0,0.0,was_in_trouble
0.095904096,22,0,0.002150538,929.0,1,0,0,0,0.0,was_in_trouble
0.011373578,32,0,0.20555628,7666.0,9,0,1,0,1.0,was_in_trouble
0.956087824,49,2,0.38548483,3361.0,5,0,2,0,1.0,was_not_in_trouble
0.0,45,0,0.135716071,4000.0,6,0,0,0,1.0,was_in_trouble
0.047604618,73,0,224.0,5400.0,7,0,0,0,0.0,was_in_trouble
0.888740839,41,0,0.214217709,3150.0,2,0,1,0,2.0,was_in_trouble
0.03610894,54,0,0.364272621,6000.0,23,0,2,0,0.0,was_in_trouble
0.951048951,21,0,0.009029345,3100.0,1,0,0,0,0.0,was_in_trouble
0.0,62,0,0.509516709,11400.0,12,0,4,0,2.0,was_in_trouble
0.810825518,45,2,0.610942249,6250.0,18,0,2,1,0.0,was_in_trouble
0.083102545,75,0,132.0,5400.0,6,0,0,0,1.0,was_in_trouble
0.109250534,37,0,0.39201857,11200.0,11,0,3,0,2.0,was_in_trouble
0.014545549,43,0,2081.0,5400.0,7,0,1,0,0.0,was_in_trouble
0.0,39,0,0.884356206,13800.0,12,0,6,0,5.0,was_in_trouble
0.011362797,56,0,943.0,5400.0,22,0,0,0,0.0,was_in_trouble
0.067824696,54,0,0.608787495,4733.0,5,0,3,0,0.0,was_in_trouble
0.019762638,75,0,486.0,0.0,6,0,0,0,0.0,was_in_trouble
0.282321088,45,0,0.343617872,8750.0,9,0,2,0,1.0,was_in_trouble
0.943749194,59,0,0.86438152,4025.0,6,0,1,0,0.0,was_in_trouble
0.100780313,68,0,0.008237037,33749.0,5,0,0,0,1.0,was_in_trouble
0.084545893,49,0,0.168456127,2700.0,11,0,0,0,0.0,was_in_trouble
0.0,58,0,0.002111932,5681.0,5,0,0,0,0.0,was_in_trouble
0.075094358,48,1,0.096650558,6000.0,20,2,0,0,3.0,was_not_in_trouble
0.230474604,54,3,0.354407836,3368.0,10,0,1,0,1.0,was_in_trouble
0.281775465,45,1,0.327804247,17000.0,11,0,2,0,1.0,was_in_trouble
0.140410902,74,0,0.397700287,8000.0,8,0,2,0,0.0,was_in_trouble
0.005310434,48,0,2405.0,5400.0,8,0,2,0,0.0,was_in_trouble
0.00389961,50,0,0.049761468,13624.0,4,0,0,0,1.0,was_in_trouble
0.096774194,49,0,0.12074937,6351.0,9,0,0,0,2.0,was_in_trouble
0.194766548,58,1,0.303703193,14500.0,22,0,2,0,0.0,was_in_trouble
0.9999999,58,0,0.0,3190.0,0,0,0,0,0.0,was_in_trouble
0.0,68,0,0.344049823,5940.0,9,0,1,0,1.0,was_in_trouble
0.095581299,39,0,2902.0,5400.0,10,0,2,0,0.0,was_in_trouble
0.218398629,59,0,3243.0,5400.0,9,0,2,0,0.0,was_in_trouble
0.000924235,55,0,0.287186587,6500.0,11,0,1,0,0.0,was_in_trouble
0.019020149,84,0,0.004315335,9500.0,8,0,0,0,0.0,was_in_trouble
0.75739064,66,0,0.44022391,2500.0,3,0,0,0,1.0,was_in_trouble
0.088381216,65,0,0.15651307,27083.0,5,0,1,0,0.0,was_in_trouble
0.631032494,43,1,0.363545485,3000.0,7,0,0,0,0.0,was_in_trouble
0.174408816,51,0,0.304412036,5416.0,7,0,2,0,1.0,was_in_trouble
